num	x1	y1	p1	a1
177	29.950376135104314	60.707470489640876	23.65437134043442	-43.76175844776362
178	30.513703261767052	60.109334419554656	23.82225232081101	-44.618543102698055
179	30.698515946649042	58.88583023212007	24.152314134251554	-45.64670785954816
180	33.668374985019625	60.27902185512877	24.622359246557323	-47.608308644137445
181	34.153220063786804	63.64746188260932	24.171867330323522	-45.74572382070317
182	32.97709040613194	62.7011887680308	23.958429572689415	-44.69441125239332
183	30.770544440784967	61.821306378870894	23.175914886262216	-41.72959370239238
184	31.012851974321578	65.76939078996804	23.73577180328976	-43.86724541650183
185	30.548520169548038	66.87567042623083	23.541723120050683	-43.315767409593875
186	29.906914287129883	66.96858068115277	23.83243725281583	-44.16745932387701
187	27.83046409555847	65.58020513491427	23.276005402919232	-42.28489043692502
188	28.400926078315447	64.8998892599898	22.592048488720547	-39.90065562392257
189	26.51799641789265	64.75796564546549	23.28455463151991	-42.29005062458256
190	25.530701325956954	64.01510028078873	23.963993182911302	-44.74955218173264
191	23.84182667104224	62.34871160648712	23.504754652089808	-43.099625135628195
192	24.59458018424917	60.23200291535665	23.404908387935343	-42.44233600567432
193	24.86845467655195	60.48087234555105	22.636189245249778	-40.0568412668093
194	21.037913034538967	60.28352053847676	22.50122552171788	-39.42900243689177
195	19.627254175866366	60.9837945960269	22.784885958369767	-40.361956056662834
196	19.24019593322816	64.31452743082606	22.8039490730768	-40.509129493117825
197	20.638551447438267	66.60972154076855	23.181404370847204	-41.39342444580062
198	20.487840868377436	65.68383439672986	21.50195399383552	-35.51122754442527
199	19.850978049855662	63.62117135080785	22.826471378796256	-40.40241609462485
